"","normal_avg","cl2_avg","cl3_avg"
"cg00174179",-0.203442116823529,-0.140211618333333,0.0302083408163265
"cg00174500",-0.515294971932353,-0.817067566666667,-0.789631006734694
"cg00174508",2.00191858276176,1.9146855,1.61181583877551
"cg00174743",1.74600265644118,1.67921775,1.98595697346939
"cg00174992",1.10309401235588,1.35665675833333,1.45610489183673
"cg00175150",1.41308977315588,1.4290555,1.07541806326531
"cg00176888",0.116133451917647,-0.185227335666667,0.398581821632653
"cg00177013",-2.55134702735,-2.8489195,-2.50097255102041
"cg00177496",-2.42711379198235,-2.49947908333333,-2.09147255102041
"cg00178249",-1.32589296375588,-1.081436725,-1.00852352653061
"cg00178429",-2.25728187011471,-2.53987733333333,-2.0161226122449
"cg00179374",0.156580662414706,0.363814378716667,0.667889064693878
"cg00180762",-2.26133463085588,-2.3793525,-2.49809728571429
"cg00182202",1.08010713261176,1.21253213416667,0.310773679387755
"cg00183647",-2.49187350300882,-2.53521016666667,-2.18008687755102
"cg00183684",-0.519917030305882,-0.476605459166667,-0.200103861632653
"cg00184452",-0.678610910579412,-0.761225541666667,-0.450236030938776
"cg00185336",-1.80116755996471,-1.88484966666667,-1.56472985714286
"cg00187465",0.0663561175294118,0.0597215775,-0.268019839734694
"cg00187503",0.0265780103882353,-0.203973675,-0.550091533061224
"cg00190545",1.35462938870294,1.75957656666667,1.67044084693878
"cg00192773",1.25058008820588,0.829579371666667,1.57936668367347
"cg00192882",-0.512595734094118,-0.684467008333333,-0.805085051020408
"cg00193283",-1.09398148730588,-1.56333775,-1.59285768979592
"cg00194146",-2.0811216912,-2.10940183333333,-1.81042473469388
"cg00196660",0.886219767802941,0.9533997,0.653919702040816
"cg00196671",-2.84038734355588,-2.98583508333333,-2.5639472244898
"cg00198586",0.676946130370588,0.752172783333333,0.986559483673469
"cg00198603",-2.50237697949118,-2.99027058333333,-2.5924256122449
"cg00202829",-0.102589377641176,-0.179378768333333,-0.325027853122449
"cg00207226",1.67778474820588,1.46455178333333,1.84887204081633
"cg00207280",-1.86154528323824,-2.01241525,-1.47016165918367
"cg00207731",-1.45428293244118,-1.236412,-1.21656141428571
"cg00209206",2.50402868553529,2.67778941666667,2.21235165102041
"cg00209918",1.56777991310588,1.617702125,2.18313280816327
"cg00211609",0.0388827738117647,-0.0199747861666667,-0.382182700204082
"cg00213080",0.8948692493,0.872425983333333,1.11179008571429
"cg00213295",0.342250360964706,0.170718235833333,-0.261666748530612
"cg00213714",-2.71554613159412,-2.680545,-2.53866773469388
"cg00213745",1.89481694594118,1.8841945,1.65620481632653
"cg00214171",-0.144975452179412,-0.2184155375,-0.581991642857143
"cg00214855",-2.77795901154706,-2.49325733333333,-2.78898024489796
"cg00216061",0.3580231081,0.3721382275,-0.0523194434489796
"cg00217795",-0.574541013817647,-0.869693191666667,-1.02112290408163
"cg00219855",1.43805696554412,1.54041358333333,1.65385985714286
"cg00220102",-1.75179448811471,-1.92449675,-1.45960815102041
"cg00220225",0.571254696929412,0.546790025,0.742789355306122
"cg00220737",-1.68723890962647,-1.94356691666667,-2.06562701836735
"cg00222053",1.33770699956471,1.631077625,1.75116248979592
"cg00224202",-1.35561656242941,-1.53689591666667,-1.15494431836735
"cg00225765",-3.29104206242941,-3.22106333333333,-3.05418983673469
"cg00225830",1.23969508305882,1.26641788333333,1.63934404081633
"cg00226849",0.00281986441764706,-0.143124835,-0.718720803877551
"cg00229423",-2.59108479233529,-2.96502758333333,-2.57011502040816
"cg00231771",0.298794190420588,0.0457582765,-0.0870629109795918
"cg00232092",1.44392537427059,1.47550933333333,1.95988677142857
"cg00232445",2.07949123221176,1.95435125,1.72654720408163
"cg00232483",-0.536933924173529,-0.644144875,-0.785946612244898
"cg00233633",0.724285726423529,0.95272675,0.897658216326531
"cg00234261",-1.25532287645,-1.649561,-1.60161694285714
"cg00235442",0.141769324661765,0.12545766,0.479416251020408
"cg00236305",1.40967152650588,1.58911754166667,1.84336976326531
"cg00237010",0.497024851073529,0.368838946666667,-0.34683832277551
"cg00237391",0.188692115491176,0.147378594166667,0.454364719591837
"cg00238468",2.22089463425,2.04371625,2.27272463265306
"cg00238818",0.0870538365735294,0.111091015,0.494542517755102
"cg00238899",1.76645780624412,1.73712333333333,1.41611853673469
"cg00240205",2.1109311876,2.02056608333333,2.29304932653061
"cg00241281",-0.311200905194118,-0.537842716666667,-0.794486424489796
"cg00242039",1.26956939954706,1.22356736666667,0.433422837326531
"cg00244776",-0.577433132841176,-0.679936433333333,-0.804449242857143
"cg00245075",-0.410660271197059,-0.548124325833333,-0.892027069387755
"cg00245885",2.00224395707353,2.1165155,2.25169314897959
"cg00251618",-1.61039461437941,-1.73645516666667,-1.37122451020408
"cg00252332",-2.03278265604706,-2.60232133333333,-1.93975836734694
"cg00252934",1.78319455803824,1.86669375,2.0990713877551
"cg00253182",1.19626074282059,1.31764895,0.815710626530612
"cg00253228",-1.40681118852941,-1.55986883333333,-1.14388277959184
"cg00253398",-0.194949217664706,-0.284741543333333,-0.587447056326531
"cg00254470",0.520359220205882,0.434807291666667,0.143263250836735
"cg00255889",0.747391041229412,0.448161763333333,1.12554876326531
"cg00255919",0.959755382408824,1.04948073333333,0.721735973265306
"cg00259834",0.511990401479412,0.645996208333333,0.896827326734694
"cg00259886",-0.283688082517647,-0.3846871,-0.468853193061224
"cg00260803",0.295256292408824,0.2759987425,-0.169336890591837
"cg00261039",-2.40899228669412,-2.6722355,-2.1844032244898
"cg00264419",1.95544846459118,1.70963233333333,2.14127206122449
"cg00264433",-2.23634639400588,-2.24682966666667,-1.915456
"cg00264467",-1.83167776119412,-2.5125235,-1.76613
"cg00268086",0.426026523758824,0.49659988,0.609883855102041
"cg00269659",-0.626163189626471,-0.7225571,-1.03493856510204
"cg00271311",0.639153759585294,0.610306808333333,1.04491853673469
"cg00276752",2.33253122177353,1.99062504166667,2.42289359183673
"cg00277165",0.758810195167647,0.999517714166667,1.41641910204082
"cg00277384",1.94829531611176,2.04262433333333,1.45316488571429
"cg00278329",1.44136076860588,1.46502291666667,1.16618323877551
"cg00278359",-0.0357957966147059,-0.0580145373333333,0.160316673030612
"cg00278366",-0.224157549211765,-0.2476239475,-0.0445339485918367
"cg00283857",1.84333010389412,1.82422183333333,2.25919797959184
"cg00284173",-3.25902335744412,-3.39129591666667,-3.0080022244898
"cg00284386",1.05556751717941,0.904604758333333,0.0583058044897959
"cg00286773",0.716672848023529,0.90220294,1.13439926326531
"cg00287477",0.835632674267647,0.723265459166667,0.43717277455102
"cg00288844",-0.100538712444118,-0.0745374516666667,0.166427603469388
"cg00290086",0.186742881055882,0.185917359166667,0.44176519755102
"cg00290373",-1.58910708891176,-1.64489733333333,-1.4055907755102
"cg00292087",-2.60584144499412,-2.75727758333333,-2.43547010204082
"cg00292107",-1.01237072064412,-1.13381230833333,-1.21595774081633
"cg00293191",0.234700430705882,0.24878939,-0.326152551836735
"cg00294109",-2.32214399799412,-2.2740365,-2.4984833877551
"cg00294534",0.320325096176471,0.414993225,0.568839362040816
"cg00299893",-0.138926051844118,-0.278868241666667,-0.404286459387755
"cg00299943",-1.27454836246471,-2.07666456666667,-1.69098540204082
"cg00301679",0.461796480870588,0.566969483333333,0.98795952244898
"cg00304185",-1.54339028394706,-1.62583033333333,-1.80919716326531
"cg00305629",-0.388834218117647,-0.499081661583333,-0.804191853061225
"cg00306578",2.20797093586471,2.18914108333333,1.82186459183673
"cg00307214",-2.64285827310882,-2.60207558333333,-2.26661485714286
"cg00307497",0.312861636373529,0.197918480833333,-0.255208695428571
"cg00307662",0.597479805352941,0.934959391666667,0.883174011428571
"cg00308344",-2.33428444465588,-2.62960725,-2.27061514285714
"cg00308503",0.0630335930294118,0.0217247,-0.463579873469388
"cg00311133",1.66246851339412,1.82910275,1.47954987755102
"cg00312919",-2.84357951700588,-3.08334425,-2.78178385714286
"cg00314427",-1.81797055351765,-2.18516566666667,-1.95381493877551
"cg00315487",0.742542252264706,0.803309,0.392785014693878
"cg00318436",1.18132661866765,1.3364595,1.00197977755102
"cg00319595",-1.22045017067647,-1.28112080833333,-1.59092655306122
"cg00319893",-0.473670864461765,-0.672616975,-0.881874763265306
"cg00320765",1.17009688392941,1.39195093333333,1.54487924081633
"cg00321007",-0.185520821555882,-0.2764252625,-0.562695812979592
"cg00321478",-0.526873676370588,-0.704806816666667,-0.863015199183673
"cg00321931",-2.47726478512647,-2.78728766666667,-2.42693426530612
"cg00325866",-2.84344116270294,-2.75868466666667,-2.40564526530612
"cg00326785",1.23797575141176,1.44630081666667,1.78419899183673
"cg00327072",0.265753312794118,0.342985800833333,0.692918892857143
"cg00328219",0.668440700555882,0.680820866666667,0.248398862183673
"cg00328227",-0.0767231195882353,-0.163068156833333,0.156063064693878
"cg00328497",0.14037935555,0.156167791666667,-0.347596668346939
"cg00328523",0.7039420819,0.713882541666667,0.464153077897959
"cg00328729",-0.866481106217647,-0.736071375,-0.478465800816327
"cg00328817",2.41443429748824,2.04934466666667,2.37180687755102
"cg00329618",-0.384361357476471,-0.389504841666667,-0.168060375306122
"cg00331096",-2.78756177906176,-3.03600183333333,-2.76704173469388
"cg00331677",2.22244908772059,2.24254116666667,2.45016567142857
"cg00332421",1.51748750400294,1.77874583333333,1.20330757346939
"cg00332575",-2.55764958733235,-2.88988433333333,-2.49515755102041
"cg00332588",2.20303456803824,2.14404166666667,2.42147642857143
"cg00334507",-0.509118480032353,-0.549885241666667,-0.22026097122449
"cg00334794",2.20244834435294,2.02505541666667,2.39960363265306
"cg00334798",-3.15718291239412,-2.67883425,-3.27984420408163
"cg00335169",-1.45262593069706,-1.75193816666667,-1.72839873877551
"cg00336376",-2.53208903392647,-2.83061666666667,-2.86886279591837
"cg00336946",1.60704353416176,1.656908625,2.01951559183673
"cg00338002",-1.21359355909706,-1.18908016666667,-1.44611314081633
"cg00339695",0.946848614135294,0.821709825,0.441309078571429
"cg00340855",1.30495735062941,1.2254919,1.64770537346939
"cg00340958",-0.0642759973882353,0.0368141216666667,0.292701215285714
"cg00341191",-0.853605267544118,-1.00927624166667,-1.16694481836735
"cg00341732",0.492058096991176,0.583660181666667,0.179378757102041
"cg00342530",-1.27151028015588,-1.30146619166667,-1.57214595102041
"cg00344411",1.41155446984706,1.519955875,1.87871366122449
"cg00344482",0.543156296505882,0.5225705125,0.0892616232653061
"cg00344644",2.22059670889706,2.123922,1.94497153061225
"cg00349895",-2.93137316807353,-2.60950641666667,-3.01157687755102
"cg00350296",-0.621919371873529,-0.780603366666667,-0.400966405306122
"cg00351047",-0.710930333302941,-0.808383158333333,-0.936895242857143
"cg00351537",0.596098799479412,0.75003678,1.00727382530612
"cg00351750",1.80750348873529,1.81993616666667,2.21239469387755
"cg00352360",-2.12044511589118,-2.26183233333333,-1.77172865306122
"cg00352560",1.87152129361471,1.60113739166667,1.31751806734694
"cg00355656",0.416485732976471,0.54970883175,0.0409534390204082
"cg00356645",2.52963304367647,2.57530083333333,2.01122622244898
"cg00356694",-0.0259841159176471,0.0515724636666667,0.256633036673469
"cg00357532",-2.58601179337941,-2.45802775,-2.28290697959184
"cg00357971",0.371045513902941,0.712706729166667,0.101636197408163
"cg00358456",1.75318851082941,2.04920916666667,1.57827181632653
"cg00359010",1.60482177104706,1.56658166666667,1.30801255306122
"cg00360600",-2.37548204358235,-2.58988075,-2.15513489795918
"cg00361176",0.908406418735294,0.870086783333333,0.582937512244898
"cg00362569",2.11337543837059,1.97024475,1.68181544897959
"cg00365524",-0.177664474261765,-0.330334220833333,-0.421491368571429
"cg00365989",-2.70929658004118,-2.91744616666667,-2.62941948979592
"cg00366037",1.46330354465882,1.40349474166667,1.01751368979592
"cg00366359",0.965544043452941,0.968948366666667,1.33425068979592
"cg00368055",-3.22146485889118,-3.221249,-3.00966936734694
"cg00368230",-2.69255091103235,-2.819279,-2.06370310612245
"cg00370293",-1.26339085093529,-1.34004833333333,-1.04034087346939
"cg00371593",1.98218709273235,2.07560216666667,1.76362875510204
"cg00374688",-1.72127492592941,-1.75523675,-1.51298027755102
"cg00374717",1.97326401948529,1.663959,1.85343340816327
"cg00374747",-0.436895474397059,-0.560140083333333,-0.608012895918367
"cg00376448",2.22669050975294,2.12512033333333,1.83102514285714
"cg00376735",0.8046314515,0.812401633333333,0.581318804081633
"cg00376910",-0.700253343408824,-0.84765385,-1.0350072244898
"cg00377074",-2.54216069770294,-2.56197008333333,-2.23261704081633
"cg00377915",-0.0305512446352941,-0.13335217,-0.343516114285714
"cg00378158",-0.02072041325,0.0967181258333333,0.263245370816327
"cg00378510",-0.311721626,-0.464297083333333,-0.123827518979592
"cg00379648",-3.15023129007353,-3.267172,-2.79115702040816
"cg00380904",0.696763638597059,0.638448388333333,0.113467408571429
"cg00383178",-3.59169837245882,-3.28790008333333,-3.57710575510204
"cg00387323",-3.09937745447353,-2.78053541666667,-3.10304426530612
"cg00388391",-0.893073904752941,-0.822118308333333,-0.646618996870204
"cg00388471",3.01798299324706,2.85185533333333,2.72508124489796
"cg00388660",0.796624643364706,0.692845705833333,-0.0155328505793878
"cg00390049",0.709798072379412,0.5129442,0.972867871428571
"cg00390511",1.58164535216765,1.45829858333333,1.79098046938776
"cg00392396",2.32332189611176,2.162982,2.50158126530612
"cg00393263",-0.141095950523529,-0.271688025,-0.369542192040816
"cg00394581",0.723214335682353,0.876098469166667,1.01695822653061
"cg00394823",0.766463272664706,0.825422378,0.946805857142857
"cg00396865",0.607939206035294,0.864473016666667,0.674419179591837
"cg00397104",-0.0650820003235294,-0.114260093333333,-0.786097036734694
"cg00397673",-1.89820610511765,-2.22769866666667,-1.85277444897959
"cg00398500",1.05022907653824,1.14149366666667,0.868677720408163
"cg00399175",-2.24733181760294,-2.66889858333333,-1.94232308163265
"cg00402074",0.435238783661765,0.686003004166667,0.862211389183673
"cg00403579",0.466614774097059,0.468957991666667,0.711146446938775
"cg00403955",-1.95377220310588,-2.2529955,-2.21554804081633
"cg00405484",0.208469454005882,0.3126456125,0.401358265306122
"cg00406211",0.450454753038235,0.617941941666667,0.73837826122449
"cg00406392",-1.96467609915882,-1.90270716666667,-1.31854044428571
"cg00407820",1.85665496946765,1.5792245,2.09118730612245
"cg00408773",0.0618429249617647,0.03809351175,-0.149813723938776
"cg00409183",-3.21819393081471,-2.97020933333333,-3.3912116122449
"cg00410534",0.125002350235294,0.168385394166667,0.308668641020408
"cg00410926",-0.206061713432353,-0.2079700745,0.0669261706938775
"cg00412842",-1.69336602579118,-1.69414025,-1.45281810204082
"cg00414166",-1.44331866392353,-2.00489591666667,-2.06917616530612
"cg00415782",1.71890896334706,1.78729516666667,1.54590332653061
"cg00415971",-1.02253177360588,-1.18727558333333,-1.3042592
"cg00417131",-0.313941726332353,-0.249636500083333,-0.0838783784897959
"cg00417147",0.248114901361765,0.4491830975,0.751985190204082
"cg00417151",-0.8861224567,-1.02692113333333,-1.12649624693878
"cg00419094",-0.651179797488235,-0.721621658333333,-1.31795847959184
"cg00419117",1.04993686177353,1.36491234166667,0.880582353061224
"cg00419564",-2.74925017151471,-2.71279891666667,-2.50695681632653
"cg00420354",2.45216906600588,2.04545925,2.4963636122449
"cg00420568",-2.95682944010588,-2.75484341666667,-2.86619424489796
"cg00420869",-1.99446525067647,-2.18493741666667,-1.81874859183673
"cg00420879",0.540828728317647,0.503884913333333,0.188088341226531
"cg00421363",-2.54505073618235,-2.60666058333333,-2.79555642857143
"cg00422120",-0.869388209685294,-0.80193015,-1.17642908163265
"cg00423035",-0.249830838555882,-0.320300596666667,0.11007306722449
"cg00424276",-1.73087606848529,-1.50365113183333,-2.02390740816327
"cg00425213",1.18902176745,1.324414825,1.50464346734694
"cg00426310",-1.21027283998824,-1.54269925,-1.32602893265306
"cg00426659",-1.13729830822941,-1.08152093333333,-1.39063086326531
"cg00426822",-1.59545377767059,-1.59454041666667,-1.18940843673469
"cg00426976",1.36815308167647,1.252505,1.71808175306122
"cg00427296",-2.60451530132353,-2.58615008333333,-2.38965193877551
"cg00428296",1.81489703383529,2.02124725,2.10606555102041
"cg00428638",-0.895062649161765,-1.13996590833333,-1.19164210816327
"cg00428692",1.27625500735,1.0868854,0.899756071428571
"cg00429268",0.281148540247059,0.400268651666667,0.656898689795918
"cg00430287",1.05621912219412,0.78860375,0.400952209387755
